"OID","Country or Area","Year","Description","Magnitude","Value"
"61846C..ZF...","BURUNDI","1988","FOREIGN LIABILITIES","BURUNDI FRANCS","1746900000"
"61846H..ZF...","BURUNDI","1988","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","739200000"
"61846G..ZF...","BURUNDI","1988","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","97800000"
"61846D..ZF...","BURUNDI","1988","CENTRAL GOVERNMENT DEPOSITS","BURUNDI FRANCS","974200000"
"61846C..ZF...","BURUNDI","1987","FOREIGN LIABILITIES","BURUNDI FRANCS","1223200000"
"61846H..ZF...","BURUNDI","1987","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","200000000"
"61846G..ZF...","BURUNDI","1987","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846D..ZF...","BURUNDI","1987","CENTRAL GOVERNMENT DEPOSITS","BURUNDI FRANCS","3941500000"
"61846C..ZF...","BURUNDI","1986","FOREIGN LIABILITIES","BURUNDI FRANCS","859600000"
"61846H..ZF...","BURUNDI","1986","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","400000"
"61846G..ZF...","BURUNDI","1986","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846D..ZF...","BURUNDI","1986","CENTRAL GOVERNMENT DEPOSITS","BURUNDI FRANCS","2212900000"
"61846C..ZF...","BURUNDI","1985","FOREIGN LIABILITIES","BURUNDI FRANCS","839200000"
"61846H..ZF...","BURUNDI","1985","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","816900000"
"61846G..ZF...","BURUNDI","1985","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","9700000"
"61846D..ZF...","BURUNDI","1985","CENTRAL GOVERNMENT DEPOSITS","BURUNDI FRANCS","266100000"
"61846C..ZF...","BURUNDI","1984","FOREIGN LIABILITIES","BURUNDI FRANCS","846100000"
"61846H..ZF...","BURUNDI","1984","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","788600000"
"61846G..ZF...","BURUNDI","1984","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","223700000"
"61846D..ZF...","BURUNDI","1984","CENTRAL GOVERNMENT DEPOSITS","BURUNDI FRANCS","240200000"
"61846C..ZF...","BURUNDI","1983","FOREIGN LIABILITIES","BURUNDI FRANCS","737300000"
"61846H..ZF...","BURUNDI","1983","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","1038700000"
"61846G..ZF...","BURUNDI","1983","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","617300000"
"61846C..ZF...","BURUNDI","1982","FOREIGN LIABILITIES","BURUNDI FRANCS","502600000"
"61846H..ZF...","BURUNDI","1982","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","350000000"
"61846G..ZF...","BURUNDI","1982","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","430000000"
"61846C..ZF...","BURUNDI","1981","FOREIGN LIABILITIES","BURUNDI FRANCS","553200000"
"61846H..ZF...","BURUNDI","1981","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1981","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","120200000"
"61846C..ZF...","BURUNDI","1980","FOREIGN LIABILITIES","BURUNDI FRANCS","528300000"
"61846H..ZF...","BURUNDI","1980","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1980","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","105400000"
"61846C..ZF...","BURUNDI","1979","FOREIGN LIABILITIES","BURUNDI FRANCS","602900000"
"61846H..ZF...","BURUNDI","1979","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1979","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","166400000"
"61846C..ZF...","BURUNDI","1978","FOREIGN LIABILITIES","BURUNDI FRANCS","418200000"
"61846H..ZF...","BURUNDI","1978","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1978","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","286400000"
"61846C..ZF...","BURUNDI","1977","FOREIGN LIABILITIES","BURUNDI FRANCS","380600000"
"61846H..ZF...","BURUNDI","1977","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1977","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","85800000"
"61846C..ZF...","BURUNDI","1976","FOREIGN LIABILITIES","BURUNDI FRANCS","214200000"
"61846H..ZF...","BURUNDI","1976","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","14200000"
"61846G..ZF...","BURUNDI","1976","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","5500000"
"61846C..ZF...","BURUNDI","1975","FOREIGN LIABILITIES","BURUNDI FRANCS","50900000"
"61846H..ZF...","BURUNDI","1975","CREDIT FROM OTHER DEPOSITORY CORPORA","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1975","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1974","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1974","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1973","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1973","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1972","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1972","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1971","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1971","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","2000000"
"61846C..ZF...","BURUNDI","1970","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1970","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1969","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1969","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","18000000"
"61846C..ZF...","BURUNDI","1968","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1968","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"61846C..ZF...","BURUNDI","1967","FOREIGN LIABILITIES","BURUNDI FRANCS","0"
"61846G..ZF...","BURUNDI","1967","CREDIT FROM MONETARY AUTHORITIES","BURUNDI FRANCS","0"
"15646S..ZK...","CANADA","2006","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","80605000000"
"15646B..ZF...","CANADA","2006","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2006","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2006","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2006","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2006","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","159499000000"
"15646C..ZF...","CANADA","2006","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2006","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2006","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2006","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2006","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2006","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646S..ZK...","CANADA","2005","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","76285000000"
"15646B..ZF...","CANADA","2005","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2005","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2005","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2005","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2005","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","153259000000"
"15646C..ZF...","CANADA","2005","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2005","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2005","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2005","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2005","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2005","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646S..ZK...","CANADA","2004","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","65978000000"
"15646B..ZF...","CANADA","2004","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2004","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2004","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2004","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2004","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","148367000000"
"15646C..ZF...","CANADA","2004","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2004","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2004","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2004","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2004","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2004","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646S..ZK...","CANADA","2003","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","58977000000"
"15646B..ZF...","CANADA","2003","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2003","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2003","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2003","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2003","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","144992000000"
"15646C..ZF...","CANADA","2003","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2003","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2003","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2003","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2003","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2003","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646S..ZK...","CANADA","2002","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","61066000000"
"15646B..ZF...","CANADA","2002","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2002","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2002","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2002","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2002","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","134708000000"
"15646C..ZF...","CANADA","2002","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2002","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2002","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2002","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2002","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2002","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646S..ZK...","CANADA","2001","SECURITIES OTHER THAN SHARES","CANADIAN DOLLARS","58904000000"
"15646B..ZF...","CANADA","2001","RESTRICTED DEPOSITS","CANADIAN DOLLARS","0"
"15646L..ZK...","CANADA","2001","LOANS","CANADIAN DOLLARS","0"
"15646C..ZK...","CANADA","2001","LIABILITIES TO NONRESIDENTS","CANADIAN DOLLARS","0"
"15646D..ZK...","CANADA","2001","LIABILITIES TO CENTRAL GOVERNMENT","CANADIAN DOLLARS","0"
"15646R..ZK...","CANADA","2001","INSURANCE TECHNICAL RESERVES","CANADIAN DOLLARS","129458000000"
"15646C..ZF...","CANADA","2001","FOREIGN LIABILITIES","CANADIAN DOLLARS","0"
"15646M..ZK...","CANADA","2001","FINANCIAL DERIVATIVES","CANADIAN DOLLARS","0"
"15646B..ZK...","CANADA","2001","DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2001","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","0"
"15646G..ZF...","CANADA","2001","CREDIT FROM MONETARY AUTHORITIES","CANADIAN DOLLARS","0"
"15646D..ZF...","CANADA","2001","CENTRAL GOVERNMENT DEPOSITS","CANADIAN DOLLARS","0"
"15646H..ZF...","CANADA","2000","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","67689000000"
"15646H..ZF...","CANADA","1999","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","65149000000"
"15646H..ZF...","CANADA","1998","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","42574000000"
"15646H..ZF...","CANADA","1997","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","33894000000"
"15646H..ZF...","CANADA","1996","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","22180000000"
"15646H..ZF...","CANADA","1995","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","20286000000"
"15646H..ZF...","CANADA","1994","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","18248000000"
"15646H..ZF...","CANADA","1993","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","15361000000"
"15646H..ZF...","CANADA","1992","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","15960000000"
"15646H..ZF...","CANADA","1991","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","17291000000"
"15646H..ZF...","CANADA","1990","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","18598000000"
"15646H..ZF...","CANADA","1989","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","18921000000"
"15646H..ZF...","CANADA","1988","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","17195000000"
"15646H..ZF...","CANADA","1987","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","15868000000"
"15646H..ZF...","CANADA","1986","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","13017000000"
"15646H..ZF...","CANADA","1985","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","10543000000"
"15646H..ZF...","CANADA","1984","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","10027000000"
"15646H..ZF...","CANADA","1983","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","8686000000"
"15646H..ZF...","CANADA","1982","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","7926000000"
"15646H..ZF...","CANADA","1981","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","9387000000"
"15646H..ZF...","CANADA","1980","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","9400000000"
"15646H..ZF...","CANADA","1979","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","9840000000"
"15646H..ZF...","CANADA","1978","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","8906000000"
"15646H..ZF...","CANADA","1977","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","7994000000"
"15646H..ZF...","CANADA","1976","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","7385000000"
"15646H..ZF...","CANADA","1975","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","7272000000"
"15646H..ZF...","CANADA","1974","CREDIT FROM OTHER DEPOSITORY CORPORA","CANADIAN DOLLARS","6797000000"
"22846S..ZK...","CHILE","2009","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2009","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2009","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2009","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2009","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","58928700000000"
"22846M..ZK...","CHILE","2009","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2009","DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2008","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2008","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2008","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2008","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2008","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2008","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","46081000000000"
"22846C..ZF...","CHILE","2008","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2008","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2008","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2008","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2008","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2008","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2007","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2007","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2007","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2007","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2007","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2007","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","54371200000000"
"22846C..ZF...","CHILE","2007","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2007","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2007","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2007","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2007","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2007","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2006","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2006","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2006","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2006","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2006","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2006","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","46542300000000"
"22846C..ZF...","CHILE","2006","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2006","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2006","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2006","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2006","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2006","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2005","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2005","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2005","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2005","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2005","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2005","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","37806200000000"
"22846C..ZF...","CHILE","2005","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2005","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2005","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2005","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2005","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2005","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2004","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2004","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2004","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2004","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2004","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2004","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","33271700000000"
"22846C..ZF...","CHILE","2004","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2004","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2004","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2004","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2004","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2004","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2003","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2003","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2003","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2003","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2003","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2003","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","28935200000000"
"22846C..ZF...","CHILE","2003","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2003","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2003","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2003","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2003","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2003","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2002","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2002","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2002","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2002","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2002","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2002","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","25226900000000"
"22846C..ZF...","CHILE","2002","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2002","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2002","DEPOSITS","CHILEAN PESOS","0"
"22846H..ZF...","CHILE","2002","CREDIT FROM OTHER DEPOSITORY CORPORA","CHILEAN PESOS","0"
"22846G..ZF...","CHILE","2002","CREDIT FROM MONETARY AUTHORITIES","CHILEAN PESOS","0"
"22846D..ZF...","CHILE","2002","CENTRAL GOVERNMENT DEPOSITS","CHILEAN PESOS","0"
"22846S..ZK...","CHILE","2001","SECURITIES OTHER THAN SHARES","CHILEAN PESOS","0"
"22846B..ZF...","CHILE","2001","RESTRICTED DEPOSITS","CHILEAN PESOS","0"
"22846L..ZK...","CHILE","2001","LOANS","CHILEAN PESOS","0"
"22846C..ZK...","CHILE","2001","LIABILITIES TO NONRESIDENTS","CHILEAN PESOS","0"
"22846D..ZK...","CHILE","2001","LIABILITIES TO CENTRAL GOVERNMENT","CHILEAN PESOS","0"
"22846R..ZK...","CHILE","2001","INSURANCE TECHNICAL RESERVES","CHILEAN PESOS","22955900000000"
"22846C..ZF...","CHILE","2001","FOREIGN LIABILITIES","CHILEAN PESOS","0"
"22846M..ZK...","CHILE","2001","FINANCIAL DERIVATIVES","CHILEAN PESOS","0"
"22846B..ZK...","CHILE","2001","DEPOSITS","CHILEAN PESOS","0"
